,receptor,pathway,tf,tf_PPR,category,subcategory
20746,IGF1R,Glioma,PRKCA,0.046578545,Human Diseases,Cancer: specific types
20747,IGF1R,Glioma,SOS1,0.042872207,Human Diseases,Cancer: specific types
20748,IGF1R,Glioma,SOS2,0.042872207,Human Diseases,Cancer: specific types
20749,EGFR_ERBB2,Glioma,AKT1,0.079882462,Human Diseases,Cancer: specific types
20750,EGFR_ERBB2,Glioma,AKT2,0.079882462,Human Diseases,Cancer: specific types
20751,EGFR_ERBB2,Glioma,AKT3,0.079882462,Human Diseases,Cancer: specific types
20752,EGFR_ERBB2,Glioma,MAPK1,0.034377151,Human Diseases,Cancer: specific types
20753,EGFR_ERBB2,Glioma,MAPK3,0.034377151,Human Diseases,Cancer: specific types
20754,EGFR_ERBB2,Glioma,PRKCA,0.046578545,Human Diseases,Cancer: specific types
20755,EGFR_ERBB2,Glioma,SOS1,0.042872207,Human Diseases,Cancer: specific types
20756,EGFR_ERBB2,Glioma,SOS2,0.042872207,Human Diseases,Cancer: specific types
20757,FGFR2,Prostate cancer,AKT1,0.057367696,Human Diseases,Cancer: specific types
20758,FGFR2,Prostate cancer,AKT2,0.057367696,Human Diseases,Cancer: specific types
20759,FGFR2,Prostate cancer,AKT3,0.057367696,Human Diseases,Cancer: specific types
20760,FGFR2,Prostate cancer,AR,0.05846849,Human Diseases,Cancer: specific types
20761,FGFR2,Prostate cancer,ATF4,0.005564773,Human Diseases,Cancer: specific types
20762,FGFR2,Prostate cancer,CCND1,0.004750559,Human Diseases,Cancer: specific types
20763,FGFR2,Prostate cancer,CDKN1A,0.009608325,Human Diseases,Cancer: specific types
20764,FGFR2,Prostate cancer,CREB1,0.005564773,Human Diseases,Cancer: specific types
20765,FGFR2,Prostate cancer,CREB3,0.005564773,Human Diseases,Cancer: specific types
20766,FGFR2,Prostate cancer,CREB3L1,0.005564773,Human Diseases,Cancer: specific types
20767,FGFR2,Prostate cancer,CREB3L2,0.005564773,Human Diseases,Cancer: specific types
20768,FGFR2,Prostate cancer,CREB3L3,0.005564773,Human Diseases,Cancer: specific types
20769,FGFR2,Prostate cancer,CREB3L4,0.005564773,Human Diseases,Cancer: specific types
20770,FGFR2,Prostate cancer,CREB5,0.005564773,Human Diseases,Cancer: specific types
20771,FGFR2,Prostate cancer,CREBBP,0.00857632,Human Diseases,Cancer: specific types
20772,FGFR2,Prostate cancer,CTNNB1,0.005564773,Human Diseases,Cancer: specific types
20773,FGFR2,Prostate cancer,E2F1,0.034995276,Human Diseases,Cancer: specific types
20774,FGFR2,Prostate cancer,E2F2,0.034995276,Human Diseases,Cancer: specific types
20775,FGFR2,Prostate cancer,E2F3,0.034995276,Human Diseases,Cancer: specific types
20776,FGFR2,Prostate cancer,EP300,0.00857632,Human Diseases,Cancer: specific types
20777,FGFR2,Prostate cancer,FOXO1,0.009608325,Human Diseases,Cancer: specific types
20778,FGFR2,Prostate cancer,IKBKB,0.009608325,Human Diseases,Cancer: specific types
20779,FGFR2,Prostate cancer,IKBKG,0.009608325,Human Diseases,Cancer: specific types
20780,FGFR2,Prostate cancer,LEF1,0.003846263,Human Diseases,Cancer: specific types
20781,FGFR2,Prostate cancer,MAPK1,0.034953548,Human Diseases,Cancer: specific types
20782,FGFR2,Prostate cancer,MAPK3,0.034953548,Human Diseases,Cancer: specific types
20783,FGFR2,Prostate cancer,NFKB1,0.015158198,Human Diseases,Cancer: specific types
20784,FGFR2,Prostate cancer,NFKBIA,0.016090546,Human Diseases,Cancer: specific types
20785,FGFR2,Prostate cancer,RB1,0.039428284,Human Diseases,Cancer: specific types
20786,FGFR2,Prostate cancer,RELA,0.015158198,Human Diseases,Cancer: specific types
20787,FGFR2,Prostate cancer,SOS1,0.057917712,Human Diseases,Cancer: specific types
20788,FGFR2,Prostate cancer,SOS2,0.057917712,Human Diseases,Cancer: specific types
20789,FGFR2,Prostate cancer,TCF7,0.003846263,Human Diseases,Cancer: specific types
20790,FGFR2,Prostate cancer,TCF7L1,0.003846263,Human Diseases,Cancer: specific types
20791,FGFR2,Prostate cancer,TCF7L2,0.003846263,Human Diseases,Cancer: specific types
20792,FGFR2,Prostate cancer,TP53,0.016938183,Human Diseases,Cancer: specific types
20793,FGFR2,Prostate cancer,MDM2,0.009608325,Human Diseases,Cancer: specific types
20794,EGFR,Prostate cancer,AKT1,0.057367696,Human Diseases,Cancer: specific types
20795,EGFR,Prostate cancer,AKT2,0.057367696,Human Diseases,Cancer: specific types
20796,EGFR,Prostate cancer,AKT3,0.057367696,Human Diseases,Cancer: specific types
20797,EGFR,Prostate cancer,AR,0.05846849,Human Diseases,Cancer: specific types
20798,EGFR,Prostate cancer,ATF4,0.005564773,Human Diseases,Cancer: specific types
20799,EGFR,Prostate cancer,CCND1,0.004750559,Human Diseases,Cancer: specific types
20800,EGFR,Prostate cancer,CDKN1A,0.009608325,Human Diseases,Cancer: specific types
20801,EGFR,Prostate cancer,CREB1,0.005564773,Human Diseases,Cancer: specific types
20802,EGFR,Prostate cancer,CREB3,0.005564773,Human Diseases,Cancer: specific types
20803,EGFR,Prostate cancer,CREB3L1,0.005564773,Human Diseases,Cancer: specific types
20804,EGFR,Prostate cancer,CREB3L2,0.005564773,Human Diseases,Cancer: specific types
20805,EGFR,Prostate cancer,CREB3L3,0.005564773,Human Diseases,Cancer: specific types
20806,EGFR,Prostate cancer,CREB3L4,0.005564773,Human Diseases,Cancer: specific types
20807,EGFR,Prostate cancer,CREB5,0.005564773,Human Diseases,Cancer: specific types
20808,EGFR,Prostate cancer,CREBBP,0.00857632,Human Diseases,Cancer: specific types
20809,EGFR,Prostate cancer,CTNNB1,0.005564773,Human Diseases,Cancer: specific types
20810,EGFR,Prostate cancer,E2F1,0.034995276,Human Diseases,Cancer: specific types
20811,EGFR,Prostate cancer,E2F2,0.034995276,Human Diseases,Cancer: specific types
20812,EGFR,Prostate cancer,E2F3,0.034995276,Human Diseases,Cancer: specific types
20813,EGFR,Prostate cancer,EP300,0.00857632,Human Diseases,Cancer: specific types
20814,EGFR,Prostate cancer,FOXO1,0.009608325,Human Diseases,Cancer: specific types
20815,EGFR,Prostate cancer,IKBKB,0.009608325,Human Diseases,Cancer: specific types
20816,EGFR,Prostate cancer,IKBKG,0.009608325,Human Diseases,Cancer: specific types
20817,EGFR,Prostate cancer,LEF1,0.003846263,Human Diseases,Cancer: specific types
20818,EGFR,Prostate cancer,MAPK1,0.034953548,Human Diseases,Cancer: specific types
20819,EGFR,Prostate cancer,MAPK3,0.034953548,Human Diseases,Cancer: specific types
20820,EGFR,Prostate cancer,NFKB1,0.015158198,Human Diseases,Cancer: specific types
20821,EGFR,Prostate cancer,NFKBIA,0.016090546,Human Diseases,Cancer: specific types
20822,EGFR,Prostate cancer,RB1,0.039428284,Human Diseases,Cancer: specific types
20823,EGFR,Prostate cancer,RELA,0.015158198,Human Diseases,Cancer: specific types
20824,EGFR,Prostate cancer,SOS1,0.057917712,Human Diseases,Cancer: specific types
20825,EGFR,Prostate cancer,SOS2,0.057917712,Human Diseases,Cancer: specific types
20826,EGFR,Prostate cancer,TCF7,0.003846263,Human Diseases,Cancer: specific types
20827,EGFR,Prostate cancer,TCF7L1,0.003846263,Human Diseases,Cancer: specific types
20828,EGFR,Prostate cancer,TCF7L2,0.003846263,Human Diseases,Cancer: specific types
20829,EGFR,Prostate cancer,TP53,0.016938183,Human Diseases,Cancer: specific types
20830,EGFR,Prostate cancer,MDM2,0.009608325,Human Diseases,Cancer: specific types
20831,PDGFRB,Prostate cancer,AKT1,0.057367696,Human Diseases,Cancer: specific types
20832,PDGFRB,Prostate cancer,AKT2,0.057367696,Human Diseases,Cancer: specific types
20833,PDGFRB,Prostate cancer,AKT3,0.057367696,Human Diseases,Cancer: specific types
20834,PDGFRB,Prostate cancer,AR,0.05846849,Human Diseases,Cancer: specific types
20835,PDGFRB,Prostate cancer,ATF4,0.005564773,Human Diseases,Cancer: specific types
20836,PDGFRB,Prostate cancer,CCND1,0.004750559,Human Diseases,Cancer: specific types
20837,PDGFRB,Prostate cancer,CDKN1A,0.009608325,Human Diseases,Cancer: specific types
20838,PDGFRB,Prostate cancer,CREB1,0.005564773,Human Diseases,Cancer: specific types
20839,PDGFRB,Prostate cancer,CREB3,0.005564773,Human Diseases,Cancer: specific types
20840,PDGFRB,Prostate cancer,CREB3L1,0.005564773,Human Diseases,Cancer: specific types
20841,PDGFRB,Prostate cancer,CREB3L2,0.005564773,Human Diseases,Cancer: specific types
20842,PDGFRB,Prostate cancer,CREB3L3,0.005564773,Human Diseases,Cancer: specific types
20843,PDGFRB,Prostate cancer,CREB3L4,0.005564773,Human Diseases,Cancer: specific types
20844,PDGFRB,Prostate cancer,CREB5,0.005564773,Human Diseases,Cancer: specific types
20845,PDGFRB,Prostate cancer,CREBBP,0.00857632,Human Diseases,Cancer: specific types
20846,PDGFRB,Prostate cancer,CTNNB1,0.005564773,Human Diseases,Cancer: specific types
20847,PDGFRB,Prostate cancer,E2F1,0.034995276,Human Diseases,Cancer: specific types
20848,PDGFRB,Prostate cancer,E2F2,0.034995276,Human Diseases,Cancer: specific types
20849,PDGFRB,Prostate cancer,E2F3,0.034995276,Human Diseases,Cancer: specific types
20850,PDGFRB,Prostate cancer,EP300,0.00857632,Human Diseases,Cancer: specific types
20851,PDGFRB,Prostate cancer,FOXO1,0.009608325,Human Diseases,Cancer: specific types
20852,PDGFRB,Prostate cancer,IKBKB,0.009608325,Human Diseases,Cancer: specific types
20853,PDGFRB,Prostate cancer,IKBKG,0.009608325,Human Diseases,Cancer: specific types
20854,PDGFRB,Prostate cancer,LEF1,0.003846263,Human Diseases,Cancer: specific types
20855,PDGFRB,Prostate cancer,MAPK1,0.034953548,Human Diseases,Cancer: specific types
20856,PDGFRB,Prostate cancer,MAPK3,0.034953548,Human Diseases,Cancer: specific types
20857,PDGFRB,Prostate cancer,NFKB1,0.015158198,Human Diseases,Cancer: specific types
20858,PDGFRB,Prostate cancer,NFKBIA,0.016090546,Human Diseases,Cancer: specific types
20859,PDGFRB,Prostate cancer,RB1,0.039428284,Human Diseases,Cancer: specific types
20860,PDGFRB,Prostate cancer,RELA,0.015158198,Human Diseases,Cancer: specific types
20861,PDGFRB,Prostate cancer,SOS1,0.057917712,Human Diseases,Cancer: specific types
20862,PDGFRB,Prostate cancer,SOS2,0.057917712,Human Diseases,Cancer: specific types
20863,PDGFRB,Prostate cancer,TCF7,0.003846263,Human Diseases,Cancer: specific types
20864,PDGFRB,Prostate cancer,TCF7L1,0.003846263,Human Diseases,Cancer: specific types
20865,PDGFRB,Prostate cancer,TCF7L2,0.003846263,Human Diseases,Cancer: specific types
20866,PDGFRB,Prostate cancer,TP53,0.016938183,Human Diseases,Cancer: specific types
20867,PDGFRB,Prostate cancer,MDM2,0.009608325,Human Diseases,Cancer: specific types
20868,FGFR1,Prostate cancer,AKT1,0.057367696,Human Diseases,Cancer: specific types
20869,FGFR1,Prostate cancer,AKT2,0.057367696,Human Diseases,Cancer: specific types
20870,FGFR1,Prostate cancer,AKT3,0.057367696,Human Diseases,Cancer: specific types
20871,FGFR1,Prostate cancer,AR,0.05846849,Human Diseases,Cancer: specific types
20872,FGFR1,Prostate cancer,ATF4,0.005564773,Human Diseases,Cancer: specific types
20873,FGFR1,Prostate cancer,CCND1,0.004750559,Human Diseases,Cancer: specific types
20874,FGFR1,Prostate cancer,CDKN1A,0.009608325,Human Diseases,Cancer: specific types
20875,FGFR1,Prostate cancer,CREB1,0.005564773,Human Diseases,Cancer: specific types
20876,FGFR1,Prostate cancer,CREB3,0.005564773,Human Diseases,Cancer: specific types
20877,FGFR1,Prostate cancer,CREB3L1,0.005564773,Human Diseases,Cancer: specific types
20878,FGFR1,Prostate cancer,CREB3L2,0.005564773,Human Diseases,Cancer: specific types
20879,FGFR1,Prostate cancer,CREB3L3,0.005564773,Human Diseases,Cancer: specific types
20880,FGFR1,Prostate cancer,CREB3L4,0.005564773,Human Diseases,Cancer: specific types
20881,FGFR1,Prostate cancer,CREB5,0.005564773,Human Diseases,Cancer: specific types
20882,FGFR1,Prostate cancer,CREBBP,0.00857632,Human Diseases,Cancer: specific types
20883,FGFR1,Prostate cancer,CTNNB1,0.005564773,Human Diseases,Cancer: specific types
20884,FGFR1,Prostate cancer,E2F1,0.034995276,Human Diseases,Cancer: specific types
20885,FGFR1,Prostate cancer,E2F2,0.034995276,Human Diseases,Cancer: specific types
20886,FGFR1,Prostate cancer,E2F3,0.034995276,Human Diseases,Cancer: specific types
20887,FGFR1,Prostate cancer,EP300,0.00857632,Human Diseases,Cancer: specific types
20888,FGFR1,Prostate cancer,FOXO1,0.009608325,Human Diseases,Cancer: specific types
20889,FGFR1,Prostate cancer,IKBKB,0.009608325,Human Diseases,Cancer: specific types
20890,FGFR1,Prostate cancer,IKBKG,0.009608325,Human Diseases,Cancer: specific types
20891,FGFR1,Prostate cancer,LEF1,0.003846263,Human Diseases,Cancer: specific types
20892,FGFR1,Prostate cancer,MAPK1,0.034953548,Human Diseases,Cancer: specific types
20893,FGFR1,Prostate cancer,MAPK3,0.034953548,Human Diseases,Cancer: specific types
20894,FGFR1,Prostate cancer,NFKB1,0.015158198,Human Diseases,Cancer: specific types
20895,FGFR1,Prostate cancer,NFKBIA,0.016090546,Human Diseases,Cancer: specific types
20896,FGFR1,Prostate cancer,RB1,0.039428284,Human Diseases,Cancer: specific types
20897,FGFR1,Prostate cancer,RELA,0.015158198,Human Diseases,Cancer: specific types
20898,FGFR1,Prostate cancer,SOS1,0.057917712,Human Diseases,Cancer: specific types
20899,FGFR1,Prostate cancer,SOS2,0.057917712,Human Diseases,Cancer: specific types
20900,FGFR1,Prostate cancer,TCF7,0.003846263,Human Diseases,Cancer: specific types
20901,FGFR1,Prostate cancer,TCF7L1,0.003846263,Human Diseases,Cancer: specific types
20902,FGFR1,Prostate cancer,TCF7L2,0.003846263,Human Diseases,Cancer: specific types
20903,FGFR1,Prostate cancer,TP53,0.016938183,Human Diseases,Cancer: specific types
20904,FGFR1,Prostate cancer,MDM2,0.009608325,Human Diseases,Cancer: specific types
20905,PDGFRA,Prostate cancer,AKT1,0.057367696,Human Diseases,Cancer: specific types
20906,PDGFRA,Prostate cancer,AKT2,0.057367696,Human Diseases,Cancer: specific types
20907,PDGFRA,Prostate cancer,AKT3,0.057367696,Human Diseases,Cancer: specific types
20908,PDGFRA,Prostate cancer,AR,0.05846849,Human Diseases,Cancer: specific types
20909,PDGFRA,Prostate cancer,ATF4,0.005564773,Human Diseases,Cancer: specific types
20910,PDGFRA,Prostate cancer,CCND1,0.004750559,Human Diseases,Cancer: specific types
20911,PDGFRA,Prostate cancer,CDKN1A,0.009608325,Human Diseases,Cancer: specific types
20912,PDGFRA,Prostate cancer,CREB1,0.005564773,Human Diseases,Cancer: specific types
20913,PDGFRA,Prostate cancer,CREB3,0.005564773,Human Diseases,Cancer: specific types
20914,PDGFRA,Prostate cancer,CREB3L1,0.005564773,Human Diseases,Cancer: specific types
20915,PDGFRA,Prostate cancer,CREB3L2,0.005564773,Human Diseases,Cancer: specific types
20916,PDGFRA,Prostate cancer,CREB3L3,0.005564773,Human Diseases,Cancer: specific types
20917,PDGFRA,Prostate cancer,CREB3L4,0.005564773,Human Diseases,Cancer: specific types
20918,PDGFRA,Prostate cancer,CREB5,0.005564773,Human Diseases,Cancer: specific types
20919,PDGFRA,Prostate cancer,CREBBP,0.00857632,Human Diseases,Cancer: specific types
20920,PDGFRA,Prostate cancer,CTNNB1,0.005564773,Human Diseases,Cancer: specific types
20921,PDGFRA,Prostate cancer,E2F1,0.034995276,Human Diseases,Cancer: specific types
20922,PDGFRA,Prostate cancer,E2F2,0.034995276,Human Diseases,Cancer: specific types
20923,PDGFRA,Prostate cancer,E2F3,0.034995276,Human Diseases,Cancer: specific types
20924,PDGFRA,Prostate cancer,EP300,0.00857632,Human Diseases,Cancer: specific types
20925,PDGFRA,Prostate cancer,FOXO1,0.009608325,Human Diseases,Cancer: specific types
20926,PDGFRA,Prostate cancer,IKBKB,0.009608325,Human Diseases,Cancer: specific types
20927,PDGFRA,Prostate cancer,IKBKG,0.009608325,Human Diseases,Cancer: specific types
20928,PDGFRA,Prostate cancer,LEF1,0.003846263,Human Diseases,Cancer: specific types
20929,PDGFRA,Prostate cancer,MAPK1,0.034953548,Human Diseases,Cancer: specific types
20930,PDGFRA,Prostate cancer,MAPK3,0.034953548,Human Diseases,Cancer: specific types
20931,PDGFRA,Prostate cancer,NFKB1,0.015158198,Human Diseases,Cancer: specific types
20932,PDGFRA,Prostate cancer,NFKBIA,0.016090546,Human Diseases,Cancer: specific types
20933,PDGFRA,Prostate cancer,RB1,0.039428284,Human Diseases,Cancer: specific types
20934,PDGFRA,Prostate cancer,RELA,0.015158198,Human Diseases,Cancer: specific types
20935,PDGFRA,Prostate cancer,SOS1,0.057917712,Human Diseases,Cancer: specific types
20936,PDGFRA,Prostate cancer,SOS2,0.057917712,Human Diseases,Cancer: specific types
20937,PDGFRA,Prostate cancer,TCF7,0.003846263,Human Diseases,Cancer: specific types
20938,PDGFRA,Prostate cancer,TCF7L1,0.003846263,Human Diseases,Cancer: specific types
20939,PDGFRA,Prostate cancer,TCF7L2,0.003846263,Human Diseases,Cancer: specific types
20940,PDGFRA,Prostate cancer,TP53,0.016938183,Human Diseases,Cancer: specific types
20941,PDGFRA,Prostate cancer,MDM2,0.009608325,Human Diseases,Cancer: specific types
20942,IGF1R,Prostate cancer,AKT1,0.057367696,Human Diseases,Cancer: specific types
20943,IGF1R,Prostate cancer,AKT2,0.057367696,Human Diseases,Cancer: specific types
20944,IGF1R,Prostate cancer,AKT3,0.057367696,Human Diseases,Cancer: specific types
20945,IGF1R,Prostate cancer,AR,0.05846849,Human Diseases,Cancer: specific types
20946,IGF1R,Prostate cancer,ATF4,0.005564773,Human Diseases,Cancer: specific types
20947,IGF1R,Prostate cancer,CCND1,0.004750559,Human Diseases,Cancer: specific types
20948,IGF1R,Prostate cancer,CDKN1A,0.009608325,Human Diseases,Cancer: specific types
20949,IGF1R,Prostate cancer,CREB1,0.005564773,Human Diseases,Cancer: specific types
20950,IGF1R,Prostate cancer,CREB3,0.005564773,Human Diseases,Cancer: specific types
20951,IGF1R,Prostate cancer,CREB3L1,0.005564773,Human Diseases,Cancer: specific types
20952,IGF1R,Prostate cancer,CREB3L2,0.005564773,Human Diseases,Cancer: specific types
20953,IGF1R,Prostate cancer,CREB3L3,0.005564773,Human Diseases,Cancer: specific types
20954,IGF1R,Prostate cancer,CREB3L4,0.005564773,Human Diseases,Cancer: specific types
20955,IGF1R,Prostate cancer,CREB5,0.005564773,Human Diseases,Cancer: specific types
20956,IGF1R,Prostate cancer,CREBBP,0.00857632,Human Diseases,Cancer: specific types
20957,IGF1R,Prostate cancer,CTNNB1,0.005564773,Human Diseases,Cancer: specific types
20958,IGF1R,Prostate cancer,E2F1,0.034995276,Human Diseases,Cancer: specific types
20959,IGF1R,Prostate cancer,E2F2,0.034995276,Human Diseases,Cancer: specific types
20960,IGF1R,Prostate cancer,E2F3,0.034995276,Human Diseases,Cancer: specific types
20961,IGF1R,Prostate cancer,EP300,0.00857632,Human Diseases,Cancer: specific types
20962,IGF1R,Prostate cancer,FOXO1,0.009608325,Human Diseases,Cancer: specific types
20963,IGF1R,Prostate cancer,IKBKB,0.009608325,Human Diseases,Cancer: specific types
20964,IGF1R,Prostate cancer,IKBKG,0.009608325,Human Diseases,Cancer: specific types
20965,IGF1R,Prostate cancer,LEF1,0.003846263,Human Diseases,Cancer: specific types
20966,IGF1R,Prostate cancer,MAPK1,0.034953548,Human Diseases,Cancer: specific types
20967,IGF1R,Prostate cancer,MAPK3,0.034953548,Human Diseases,Cancer: specific types
20968,IGF1R,Prostate cancer,NFKB1,0.015158198,Human Diseases,Cancer: specific types
20969,IGF1R,Prostate cancer,NFKBIA,0.016090546,Human Diseases,Cancer: specific types
20970,IGF1R,Prostate cancer,RB1,0.039428284,Human Diseases,Cancer: specific types
20971,IGF1R,Prostate cancer,RELA,0.015158198,Human Diseases,Cancer: specific types
20972,IGF1R,Prostate cancer,SOS1,0.057917712,Human Diseases,Cancer: specific types
20973,IGF1R,Prostate cancer,SOS2,0.057917712,Human Diseases,Cancer: specific types
20974,IGF1R,Prostate cancer,TCF7,0.003846263,Human Diseases,Cancer: specific types
20975,IGF1R,Prostate cancer,TCF7L1,0.003846263,Human Diseases,Cancer: specific types
20976,IGF1R,Prostate cancer,TCF7L2,0.003846263,Human Diseases,Cancer: specific types
20977,IGF1R,Prostate cancer,TP53,0.016938183,Human Diseases,Cancer: specific types
20978,IGF1R,Prostate cancer,MDM2,0.009608325,Human Diseases,Cancer: specific types
20979,EGFR_ERBB2,Prostate cancer,AKT1,0.057367696,Human Diseases,Cancer: specific types
20980,EGFR_ERBB2,Prostate cancer,AKT2,0.057367696,Human Diseases,Cancer: specific types
20981,EGFR_ERBB2,Prostate cancer,AKT3,0.057367696,Human Diseases,Cancer: specific types
20982,EGFR_ERBB2,Prostate cancer,AR,0.05846849,Human Diseases,Cancer: specific types
20983,EGFR_ERBB2,Prostate cancer,ATF4,0.005564773,Human Diseases,Cancer: specific types
20984,EGFR_ERBB2,Prostate cancer,CCND1,0.004750559,Human Diseases,Cancer: specific types
20985,EGFR_ERBB2,Prostate cancer,CDKN1A,0.009608325,Human Diseases,Cancer: specific types
20986,EGFR_ERBB2,Prostate cancer,CREB1,0.005564773,Human Diseases,Cancer: specific types
20987,EGFR_ERBB2,Prostate cancer,CREB3,0.005564773,Human Diseases,Cancer: specific types
20988,EGFR_ERBB2,Prostate cancer,CREB3L1,0.005564773,Human Diseases,Cancer: specific types
20989,EGFR_ERBB2,Prostate cancer,CREB3L2,0.005564773,Human Diseases,Cancer: specific types
20990,EGFR_ERBB2,Prostate cancer,CREB3L3,0.005564773,Human Diseases,Cancer: specific types
20991,EGFR_ERBB2,Prostate cancer,CREB3L4,0.005564773,Human Diseases,Cancer: specific types
20992,EGFR_ERBB2,Prostate cancer,CREB5,0.005564773,Human Diseases,Cancer: specific types
20993,EGFR_ERBB2,Prostate cancer,CREBBP,0.00857632,Human Diseases,Cancer: specific types
20994,EGFR_ERBB2,Prostate cancer,CTNNB1,0.005564773,Human Diseases,Cancer: specific types
20995,EGFR_ERBB2,Prostate cancer,E2F1,0.034995276,Human Diseases,Cancer: specific types
20996,EGFR_ERBB2,Prostate cancer,E2F2,0.034995276,Human Diseases,Cancer: specific types
20997,EGFR_ERBB2,Prostate cancer,E2F3,0.034995276,Human Diseases,Cancer: specific types
20998,EGFR_ERBB2,Prostate cancer,EP300,0.00857632,Human Diseases,Cancer: specific types
20999,EGFR_ERBB2,Prostate cancer,FOXO1,0.009608325,Human Diseases,Cancer: specific types
21000,EGFR_ERBB2,Prostate cancer,IKBKB,0.009608325,Human Diseases,Cancer: specific types
21001,EGFR_ERBB2,Prostate cancer,IKBKG,0.009608325,Human Diseases,Cancer: specific types
21002,EGFR_ERBB2,Prostate cancer,LEF1,0.003846263,Human Diseases,Cancer: specific types
21003,EGFR_ERBB2,Prostate cancer,MAPK1,0.034953548,Human Diseases,Cancer: specific types
21004,EGFR_ERBB2,Prostate cancer,MAPK3,0.034953548,Human Diseases,Cancer: specific types
21005,EGFR_ERBB2,Prostate cancer,NFKB1,0.015158198,Human Diseases,Cancer: specific types
21006,EGFR_ERBB2,Prostate cancer,NFKBIA,0.016090546,Human Diseases,Cancer: specific types
21007,EGFR_ERBB2,Prostate cancer,RB1,0.039428284,Human Diseases,Cancer: specific types
21008,EGFR_ERBB2,Prostate cancer,RELA,0.015158198,Human Diseases,Cancer: specific types
21009,EGFR_ERBB2,Prostate cancer,SOS1,0.057917712,Human Diseases,Cancer: specific types
21010,EGFR_ERBB2,Prostate cancer,SOS2,0.057917712,Human Diseases,Cancer: specific types
21011,EGFR_ERBB2,Prostate cancer,TCF7,0.003846263,Human Diseases,Cancer: specific types
21012,EGFR_ERBB2,Prostate cancer,TCF7L1,0.003846263,Human Diseases,Cancer: specific types
21013,EGFR_ERBB2,Prostate cancer,TCF7L2,0.003846263,Human Diseases,Cancer: specific types
21014,EGFR_ERBB2,Prostate cancer,TP53,0.016938183,Human Diseases,Cancer: specific types
21015,EGFR_ERBB2,Prostate cancer,MDM2,0.009608325,Human Diseases,Cancer: specific types
21016,ERBB2_ERBB4,Prostate cancer,AKT1,0.057367696,Human Diseases,Cancer: specific types
21017,ERBB2_ERBB4,Prostate cancer,AKT2,0.057367696,Human Diseases,Cancer: specific types
21018,ERBB2_ERBB4,Prostate cancer,AKT3,0.057367696,Human Diseases,Cancer: specific types
21019,ERBB2_ERBB4,Prostate cancer,AR,0.05846849,Human Diseases,Cancer: specific types
21020,ERBB2_ERBB4,Prostate cancer,ATF4,0.005564773,Human Diseases,Cancer: specific types
21021,ERBB2_ERBB4,Prostate cancer,CCND1,0.004750559,Human Diseases,Cancer: specific types
21022,ERBB2_ERBB4,Prostate cancer,CDKN1A,0.009608325,Human Diseases,Cancer: specific types
21023,ERBB2_ERBB4,Prostate cancer,CREB1,0.005564773,Human Diseases,Cancer: specific types
21024,ERBB2_ERBB4,Prostate cancer,CREB3,0.005564773,Human Diseases,Cancer: specific types
21025,ERBB2_ERBB4,Prostate cancer,CREB3L1,0.005564773,Human Diseases,Cancer: specific types
21026,ERBB2_ERBB4,Prostate cancer,CREB3L2,0.005564773,Human Diseases,Cancer: specific types
21027,ERBB2_ERBB4,Prostate cancer,CREB3L3,0.005564773,Human Diseases,Cancer: specific types
21028,ERBB2_ERBB4,Prostate cancer,CREB3L4,0.005564773,Human Diseases,Cancer: specific types
21029,ERBB2_ERBB4,Prostate cancer,CREB5,0.005564773,Human Diseases,Cancer: specific types
21030,ERBB2_ERBB4,Prostate cancer,CREBBP,0.00857632,Human Diseases,Cancer: specific types
21031,ERBB2_ERBB4,Prostate cancer,CTNNB1,0.005564773,Human Diseases,Cancer: specific types
21032,ERBB2_ERBB4,Prostate cancer,E2F1,0.034995276,Human Diseases,Cancer: specific types
21033,ERBB2_ERBB4,Prostate cancer,E2F2,0.034995276,Human Diseases,Cancer: specific types
21034,ERBB2_ERBB4,Prostate cancer,E2F3,0.034995276,Human Diseases,Cancer: specific types
21035,ERBB2_ERBB4,Prostate cancer,EP300,0.00857632,Human Diseases,Cancer: specific types
21036,ERBB2_ERBB4,Prostate cancer,FOXO1,0.009608325,Human Diseases,Cancer: specific types
21037,ERBB2_ERBB4,Prostate cancer,IKBKB,0.009608325,Human Diseases,Cancer: specific types
21038,ERBB2_ERBB4,Prostate cancer,IKBKG,0.009608325,Human Diseases,Cancer: specific types
21039,ERBB2_ERBB4,Prostate cancer,LEF1,0.003846263,Human Diseases,Cancer: specific types
21040,ERBB2_ERBB4,Prostate cancer,MAPK1,0.034953548,Human Diseases,Cancer: specific types
21041,ERBB2_ERBB4,Prostate cancer,MAPK3,0.034953548,Human Diseases,Cancer: specific types
21042,ERBB2_ERBB4,Prostate cancer,NFKB1,0.015158198,Human Diseases,Cancer: specific types
21043,ERBB2_ERBB4,Prostate cancer,NFKBIA,0.016090546,Human Diseases,Cancer: specific types
21044,ERBB2_ERBB4,Prostate cancer,RB1,0.039428284,Human Diseases,Cancer: specific types
21045,ERBB2_ERBB4,Prostate cancer,RELA,0.015158198,Human Diseases,Cancer: specific types
21046,ERBB2_ERBB4,Prostate cancer,SOS1,0.057917712,Human Diseases,Cancer: specific types
21047,ERBB2_ERBB4,Prostate cancer,SOS2,0.057917712,Human Diseases,Cancer: specific types
21048,ERBB2_ERBB4,Prostate cancer,TCF7,0.003846263,Human Diseases,Cancer: specific types
21049,ERBB2_ERBB4,Prostate cancer,TCF7L1,0.003846263,Human Diseases,Cancer: specific types
