,from,to,pathway,type
1468,BTC,ERBB2_ERBB4,EGF,Secreted Signaling
1469,BTC,ERBB2,EGF,Secreted Signaling
1470,BTC,ERBB4,EGF,Secreted Signaling
1471,HBEGF,EGFR,EGF,Secreted Signaling
1472,HBEGF,EGFR_ERBB2,EGF,Secreted Signaling
1473,HBEGF,EGFR,EGF,Secreted Signaling
1474,HBEGF,ERBB2,EGF,Secreted Signaling
1475,HBEGF,ERBB4,EGF,Secreted Signaling
1476,HBEGF,ERBB2_ERBB4,EGF,Secreted Signaling
1477,HBEGF,ERBB2,EGF,Secreted Signaling
1478,HBEGF,ERBB4,EGF,Secreted Signaling
1479,EREG,EGFR,EGF,Secreted Signaling
1480,EREG,EGFR_ERBB2,EGF,Secreted Signaling
1481,EREG,EGFR,EGF,Secreted Signaling
1482,EREG,ERBB2,EGF,Secreted Signaling
1483,EREG,ERBB4,EGF,Secreted Signaling
1484,EREG,ERBB2_ERBB4,EGF,Secreted Signaling
1485,EREG,ERBB2,EGF,Secreted Signaling
1486,EREG,ERBB4,EGF,Secreted Signaling
1487,NRG1,ERBB3,NRG,Secreted Signaling
1488,NRG1,ERBB2_ERBB3,NRG,Secreted Signaling
1489,NRG1,ERBB2,NRG,Secreted Signaling
1490,NRG1,ERBB3,NRG,Secreted Signaling
1491,NRG1,ERBB4,NRG,Secreted Signaling
1492,NRG1,ERBB2_ERBB4,NRG,Secreted Signaling
1493,NRG1,ERBB2,NRG,Secreted Signaling
1494,NRG1,ERBB4,NRG,Secreted Signaling
1495,NRG2,ERBB3,NRG,Secreted Signaling
1496,NRG2,ERBB2_ERBB3,NRG,Secreted Signaling
1497,NRG2,ERBB2,NRG,Secreted Signaling
1498,NRG2,ERBB3,NRG,Secreted Signaling
1499,NRG2,ERBB4,NRG,Secreted Signaling
1500,NRG2,ERBB2_ERBB4,NRG,Secreted Signaling
1501,NRG2,ERBB2,NRG,Secreted Signaling
1502,NRG2,ERBB4,NRG,Secreted Signaling
1503,NRG3,ERBB4,NRG,Secreted Signaling
1504,NRG3,ERBB2_ERBB4,NRG,Secreted Signaling
1505,NRG3,ERBB2,NRG,Secreted Signaling
1506,NRG3,ERBB4,NRG,Secreted Signaling
1507,NRG4,ERBB4,NRG,Secreted Signaling
1508,NRG4,ERBB2_ERBB4,NRG,Secreted Signaling
1509,NRG4,ERBB2,NRG,Secreted Signaling
1510,NRG4,ERBB4,NRG,Secreted Signaling
1511,NRG1,ITGAV_ITGB3,NRG,Secreted Signaling
1512,NRG1,ITGAV,NRG,Secreted Signaling
1513,NRG1,ITGB3,NRG,Secreted Signaling
1514,FGF1,FGFR1,FGF,Secreted Signaling
1515,FGF1,FGFR2,FGF,Secreted Signaling
1516,FGF1,FGFR3,FGF,Secreted Signaling
1517,FGF1,FGFR4,FGF,Secreted Signaling
1518,FGF2,FGFR1,FGF,Secreted Signaling
1519,FGF2,FGFR2,FGF,Secreted Signaling
1520,FGF2,FGFR3,FGF,Secreted Signaling
1521,FGF2,FGFR4,FGF,Secreted Signaling
1522,FGF4,FGFR1,FGF,Secreted Signaling
1523,FGF4,FGFR2,FGF,Secreted Signaling
1524,FGF4,FGFR3,FGF,Secreted Signaling
1525,FGF4,FGFR4,FGF,Secreted Signaling
1526,FGF5,FGFR1,FGF,Secreted Signaling
1527,FGF5,FGFR2,FGF,Secreted Signaling
1528,FGF5,FGFR3,FGF,Secreted Signaling
1529,FGF5,FGFR4,FGF,Secreted Signaling
1530,FGF6,FGFR1,FGF,Secreted Signaling
1531,FGF6,FGFR2,FGF,Secreted Signaling
1532,FGF6,FGFR3,FGF,Secreted Signaling
1533,FGF6,FGFR4,FGF,Secreted Signaling
1534,FGF7,FGFR1,FGF,Secreted Signaling
1535,FGF7,FGFR2,FGF,Secreted Signaling
1536,FGF3,FGFR1,FGF,Secreted Signaling
1537,FGF3,FGFR2,FGF,Secreted Signaling
1538,FGF10,FGFR1,FGF,Secreted Signaling
1539,FGF10,FGFR2,FGF,Secreted Signaling
1540,FGF22,FGFR2,FGF,Secreted Signaling
1541,FGF8,FGFR1,FGF,Secreted Signaling
1542,FGF8,FGFR2,FGF,Secreted Signaling
1543,FGF8,FGFR3,FGF,Secreted Signaling
1544,FGF8,FGFR4,FGF,Secreted Signaling
1545,FGF17,FGFR1,FGF,Secreted Signaling
1546,FGF17,FGFR2,FGF,Secreted Signaling
1547,FGF17,FGFR3,FGF,Secreted Signaling
1548,FGF17,FGFR4,FGF,Secreted Signaling
1549,FGF18,FGFR1,FGF,Secreted Signaling
1550,FGF18,FGFR2,FGF,Secreted Signaling
1551,FGF18,FGFR3,FGF,Secreted Signaling
1552,FGF18,FGFR4,FGF,Secreted Signaling
1553,FGF9,FGFR1,FGF,Secreted Signaling
1554,FGF9,FGFR2,FGF,Secreted Signaling
1555,FGF9,FGFR3,FGF,Secreted Signaling
1556,FGF9,FGFR4,FGF,Secreted Signaling
1557,FGF20,FGFR1,FGF,Secreted Signaling
1558,FGF20,FGFR2,FGF,Secreted Signaling
1559,FGF20,FGFR3,FGF,Secreted Signaling
1560,FGF20,FGFR4,FGF,Secreted Signaling
1561,FGF16,FGFR1,FGF,Secreted Signaling
1562,FGF16,FGFR2,FGF,Secreted Signaling
1563,FGF16,FGFR3,FGF,Secreted Signaling
1564,FGF16,FGFR4,FGF,Secreted Signaling
1565,FGF19,FGFR1,FGF,Secreted Signaling
1566,FGF19,FGFR2,FGF,Secreted Signaling
1567,FGF19,FGFR3,FGF,Secreted Signaling
1568,FGF19,FGFR4,FGF,Secreted Signaling
1569,FGF21,FGFR1,FGF,Secreted Signaling
1570,FGF21,FGFR3,FGF,Secreted Signaling
1571,FGF23,FGFR1,FGF,Secreted Signaling
1572,FGF23,FGFR3,FGF,Secreted Signaling
1573,FGF23,FGFR4,FGF,Secreted Signaling
1574,PDGFA,PDGFRA,PDGF,Secreted Signaling
1575,PDGFA,PDGFRB,PDGF,Secreted Signaling
1576,PDGFB,PDGFRA,PDGF,Secreted Signaling
1577,PDGFB,PDGFRB,PDGF,Secreted Signaling
1578,PDGFC,PDGFRA,PDGF,Secreted Signaling
1579,PDGFD,PDGFRB,PDGF,Secreted Signaling
1580,VEGFA,FLT1,VEGF,Secreted Signaling
1581,VEGFA,KDR,VEGF,Secreted Signaling
1582,VEGFB,FLT1,VEGF,Secreted Signaling
1583,VEGFC,FLT4,VEGF,Secreted Signaling
1584,VEGFC,KDR,VEGF,Secreted Signaling
1585,VEGFD,FLT4,VEGF,Secreted Signaling
1586,VEGFD,KDR,VEGF,Secreted Signaling
1587,PGF,FLT1,VEGF,Secreted Signaling
1588,VEGFA,FLT1_KDR,VEGF,Secreted Signaling
1589,VEGFA,FLT1,VEGF,Secreted Signaling
1590,VEGFA,KDR,VEGF,Secreted Signaling
1591,VEGFC,FLT4_KDR,VEGF,Secreted Signaling
1592,VEGFC,FLT4,VEGF,Secreted Signaling
1593,VEGFC,KDR,VEGF,Secreted Signaling
1594,VEGFD,FLT4_KDR,VEGF,Secreted Signaling
1595,VEGFD,FLT4,VEGF,Secreted Signaling
1596,VEGFD,KDR,VEGF,Secreted Signaling
1597,IGF1,IGF1R,IGF,Secreted Signaling
1598,IGF2,IGF1R,IGF,Secreted Signaling
1599,IGF2,IGF2R,IGF,Secreted Signaling
1600,IGF1,ITGAV_ITGB3,IGF,Secreted Signaling
1601,IGF1,ITGAV,IGF,Secreted Signaling
1602,IGF1,ITGB3,IGF,Secreted Signaling
1603,IGF1,ITGA6_ITGB4,IGF,Secreted Signaling
1604,IGF1,ITGA6,IGF,Secreted Signaling
1605,IGF1,ITGB4,IGF,Secreted Signaling
1606,IGF2,ITGAV_ITGB3,IGF,Secreted Signaling
1607,IGF2,ITGAV,IGF,Secreted Signaling
1608,IGF2,ITGB3,IGF,Secreted Signaling
1609,IGF2,ITGA6_ITGB4,IGF,Secreted Signaling
1610,IGF2,ITGA6,IGF,Secreted Signaling
1611,IGF2,ITGB4,IGF,Secreted Signaling
1612,IGFL3,IGFLR1,IGF,Secreted Signaling
1613,INS,INSR,INSULIN,Secreted Signaling
1614,APLN,APLNR,APELIN,Secreted Signaling
1615,DHH,PTCH1_SMO,HH,Secreted Signaling
1616,DHH,PTCH1,HH,Secreted Signaling
1617,DHH,SMO,HH,Secreted Signaling
1618,IHH,PTCH1_SMO,HH,Secreted Signaling
1619,IHH,PTCH1,HH,Secreted Signaling
1620,IHH,SMO,HH,Secreted Signaling
1621,SHH,PTCH1_SMO,HH,Secreted Signaling
1622,SHH,PTCH1,HH,Secreted Signaling
1623,SHH,SMO,HH,Secreted Signaling
1624,DHH,PTCH2_SMO,HH,Secreted Signaling
1625,DHH,PTCH2,HH,Secreted Signaling
1626,DHH,SMO,HH,Secreted Signaling
1627,IHH,PTCH2_SMO,HH,Secreted Signaling
1628,IHH,PTCH2,HH,Secreted Signaling
1629,IHH,SMO,HH,Secreted Signaling
1630,SHH,PTCH2_SMO,HH,Secreted Signaling
1631,SHH,PTCH2,HH,Secreted Signaling
1632,SHH,SMO,HH,Secreted Signaling
1633,CCL5,CCR1,CCL,Secreted Signaling
1634,CCL3,CCR1,CCL,Secreted Signaling
1635,CCL3L1,CCR1,CCL,Secreted Signaling
1636,CCL3L3,CCR1,CCL,Secreted Signaling
1637,CCL8,CCR1,CCL,Secreted Signaling
1638,CCL7,CCR1,CCL,Secreted Signaling
1639,CCL13,CCR1,CCL,Secreted Signaling
1640,CCL14,CCR1,CCL,Secreted Signaling
1641,CCL15,CCR1,CCL,Secreted Signaling
1642,CCL16,CCR1,CCL,Secreted Signaling
1643,CCL23,CCR1,CCL,Secreted Signaling
1644,CCL8,CCR2,CCL,Secreted Signaling
1645,CCL7,CCR2,CCL,Secreted Signaling
1646,CCL2,CCR2,CCL,Secreted Signaling
1647,CCL27,CCR2,CCL,Secreted Signaling
1648,CCL5,CCR3,CCL,Secreted Signaling
1649,CCL7,CCR3,CCL,Secreted Signaling
1650,CCL11,CCR3,CCL,Secreted Signaling
1651,CCL24,CCR3,CCL,Secreted Signaling
1652,CCL26,CCR3,CCL,Secreted Signaling
1653,CCL28,CCR3,CCL,Secreted Signaling
1654,CCL27,CCR3,CCL,Secreted Signaling
1655,CCL17,CCR4,CCL,Secreted Signaling
1656,CCL22,CCR4,CCL,Secreted Signaling
1657,CCL5,CCR4,CCL,Secreted Signaling
1658,CCL4,CCR5,CCL,Secreted Signaling
1659,CCL5,CCR5,CCL,Secreted Signaling
1660,CCL3,CCR5,CCL,Secreted Signaling
1661,CCL20,CCR6,CCL,Secreted Signaling
1662,CCL19,CCR7,CCL,Secreted Signaling
1663,CCL21,CCR7,CCL,Secreted Signaling
1664,CCL19,ACKR4,CCL,Secreted Signaling
1665,CCL21,ACKR4,CCL,Secreted Signaling
1666,CCL1,CCR8,CCL,Secreted Signaling
1667,CCL25,CCR9,CCL,Secreted Signaling
1668,CCL25,ACKR4,CCL,Secreted Signaling
1669,CCL28,CCR10,CCL,Secreted Signaling
1670,CCL27,CCR10,CCL,Secreted Signaling
1671,CCL1,ACKR4,CCL,Secreted Signaling
1672,CCL13,ACKR4,CCL,Secreted Signaling
1673,CCL8,ACKR4,CCL,Secreted Signaling
1674,CCL1,ACKR1,CCL,Secreted Signaling
1675,CCL2,ACKR1,CCL,Secreted Signaling
1676,CCL5,ACKR1,CCL,Secreted Signaling
1677,CCL8,ACKR1,CCL,Secreted Signaling
1678,CCL13,ACKR1,CCL,Secreted Signaling
1679,CCL14,ACKR1,CCL,Secreted Signaling
1680,CCL16,ACKR1,CCL,Secreted Signaling
1681,CCL18,ACKR1,CCL,Secreted Signaling
1682,CXCL1,ACKR1,CXCL,Secreted Signaling
1683,CXCL2,ACKR1,CXCL,Secreted Signaling
1684,CXCL3,ACKR1,CXCL,Secreted Signaling
1685,CXCL5,ACKR1,CXCL,Secreted Signaling
1686,CXCL6,ACKR1,CXCL,Secreted Signaling
1687,CXCL8,ACKR1,CXCL,Secreted Signaling
1688,CXCL9,ACKR1,CXCL,Secreted Signaling
1689,CXCL10,ACKR1,CXCL,Secreted Signaling
1690,CXCL11,ACKR1,CXCL,Secreted Signaling
1691,CXCL13,ACKR1,CXCL,Secreted Signaling
1692,CCL2,ACKR2,CCL,Secreted Signaling
1693,CCL3,ACKR2,CCL,Secreted Signaling
1694,CCL3L1,ACKR2,CCL,Secreted Signaling
1695,CCL4,ACKR2,CCL,Secreted Signaling
1696,CCL5,ACKR2,CCL,Secreted Signaling
1697,CCL7,ACKR2,CCL,Secreted Signaling
1698,CCL8,ACKR2,CCL,Secreted Signaling
1699,CCL7,ACKR1,CCL,Secreted Signaling
1700,CCL11,ACKR1,CCL,Secreted Signaling
1701,CCL11,ACKR2,CCL,Secreted Signaling
1702,CCL13,ACKR2,CCL,Secreted Signaling
1703,CCL22,ACKR2,CCL,Secreted Signaling
1704,CCL24,ACKR2,CCL,Secreted Signaling
1705,CCL26,ACKR2,CCL,Secreted Signaling
1706,CCL17,ACKR1,CCL,Secreted Signaling
1707,CCL14,ACKR2,CCL,Secreted Signaling
1708,CCL17,ACKR2,CCL,Secreted Signaling
1709,CXCL1,CXCR1,CXCL,Secreted Signaling
1710,CXCL2,CXCR1,CXCL,Secreted Signaling
1711,CXCL3,CXCR1,CXCL,Secreted Signaling
1712,CXCL5,CXCR1,CXCL,Secreted Signaling
1713,CXCL6,CXCR1,CXCL,Secreted Signaling
1714,CXCL8,CXCR1,CXCL,Secreted Signaling
1715,CXCL1,CXCR2,CXCL,Secreted Signaling
1716,CXCL2,CXCR2,CXCL,Secreted Signaling
1717,CXCL3,CXCR2,CXCL,Secreted Signaling
1718,CXCL5,CXCR2,CXCL,Secreted Signaling
1719,CXCL6,CXCR2,CXCL,Secreted Signaling
1720,CXCL8,CXCR2,CXCL,Secreted Signaling
1721,PPBP,CXCR2,CXCL,Secreted Signaling
1722,PF4V1,CXCR3,CXCL,Secreted Signaling
1723,CXCL9,CXCR3,CXCL,Secreted Signaling
1724,CXCL10,CXCR3,CXCL,Secreted Signaling
1725,CXCL11,CXCR3,CXCL,Secreted Signaling
1726,CXCL13,CXCR3,CXCL,Secreted Signaling
1727,PF4,CXCR3,CXCL,Secreted Signaling
1728,CXCL12,CXCR4,CXCL,Secreted Signaling
1729,CXCL11,ACKR3,CXCL,Secreted Signaling
1730,CXCL12,ACKR3,CXCL,Secreted Signaling
1731,CXCL13,CXCR5,CXCL,Secreted Signaling
1732,CXCL16,CXCR6,CXCL,Secreted Signaling
1733,MIF,CD74_CXCR4,MIF,Secreted Signaling
1734,MIF,CD74,MIF,Secreted Signaling
1735,MIF,CXCR4,MIF,Secreted Signaling
1736,MIF,CD74_CD44,MIF,Secreted Signaling
1737,MIF,CD74,MIF,Secreted Signaling
1738,MIF,CD44,MIF,Secreted Signaling
1739,MIF,CD74_CXCR2,MIF,Secreted Signaling
1740,MIF,CD74,MIF,Secreted Signaling
1741,MIF,CXCR2,MIF,Secreted Signaling
1742,MIF,ACKR3,MIF,Secreted Signaling
1743,CX3CL1,CX3CR1,CX3C,Secreted Signaling
1744,XCL1,XCR1,XCR,Secreted Signaling
1745,XCL2,XCR1,XCR,Secreted Signaling
1746,IL2,IL20RA_IL20RB_IL2RG,IL2,Secreted Signaling
1747,IL2,IL20RA,IL2,Secreted Signaling
1748,IL2,IL20RB,IL2,Secreted Signaling
1749,IL2,IL2RG,IL2,Secreted Signaling
1750,IL2,IL2RB_IL2RG,IL2,Secreted Signaling
1751,IL2,IL2RB,IL2,Secreted Signaling
1752,IL2,IL2RG,IL2,Secreted Signaling
1753,IL4,IL4R_IL2RG,IL2,Secreted Signaling
1754,IL4,IL4R,IL2,Secreted Signaling
1755,IL4,IL2RG,IL2,Secreted Signaling
1756,IL7,IL7R_IL2RG,IL2,Secreted Signaling
1757,IL7,IL7R,IL2,Secreted Signaling
1758,IL7,IL2RG,IL2,Secreted Signaling
1759,IL9,IL9R_IL2RG,IL2,Secreted Signaling
1760,IL9,IL9R,IL2,Secreted Signaling
1761,IL9,IL2RG,IL2,Secreted Signaling
1762,IL15,IL15RA_IL2RB_IL2RG,IL2,Secreted Signaling
1763,IL15,IL15RA,IL2,Secreted Signaling
1764,IL15,IL2RB,IL2,Secreted Signaling
1765,IL15,IL2RG,IL2,Secreted Signaling
1766,IL21,IL21R_IL2RG,IL2,Secreted Signaling
1767,IL21,IL21R,IL2,Secreted Signaling
1768,IL21,IL2RG,IL2,Secreted Signaling
1769,TSLP,IL7R_CRLF2,IL2,Secreted Signaling
1770,TSLP,IL7R,IL2,Secreted Signaling
1771,TSLP,CRLF2,IL2,Secreted Signaling
1772,IL3,IL3RA_CSF2RB,IL4,Secreted Signaling
1773,IL3,IL3RA,IL4,Secreted Signaling
1774,IL3,CSF2RB,IL4,Secreted Signaling
1775,IL5,IL5RA_CSF2RB,IL4,Secreted Signaling
1776,IL5,IL5RA,IL4,Secreted Signaling
1777,IL5,CSF2RB,IL4,Secreted Signaling
1778,CSF2,CSF2RA_CSF2RB,IL4,Secreted Signaling
1779,CSF2,CSF2RA,IL4,Secreted Signaling
1780,CSF2,CSF2RB,IL4,Secreted Signaling
1781,IL4,IL4R,IL4,Secreted Signaling
1782,IL4,IL4R_IL13RA1,IL4,Secreted Signaling
1783,IL4,IL4R,IL4,Secreted Signaling
1784,IL4,IL13RA1,IL4,Secreted Signaling
1785,IL4,IL4R_IL13RA2,IL4,Secreted Signaling
1786,IL4,IL4R,IL4,Secreted Signaling
1787,IL4,IL13RA2,IL4,Secreted Signaling
1788,IL13,IL4R_IL13RA1,IL4,Secreted Signaling
1789,IL13,IL4R,IL4,Secreted Signaling
1790,IL13,IL13RA1,IL4,Secreted Signaling
1791,IL13,IL4R_IL13RA2,IL4,Secreted Signaling
1792,IL13,IL4R,IL4,Secreted Signaling
1793,IL13,IL13RA2,IL4,Secreted Signaling
1794,IL13,IL13RA1,IL4,Secreted Signaling
1795,IL13,IL13RA2,IL4,Secreted Signaling
1796,IL6,IL6R_IL6ST,IL6,Secreted Signaling
1797,IL6,IL6R,IL6,Secreted Signaling
1798,IL6,IL6ST,IL6,Secreted Signaling
1799,IL11,IL11RA_IL6ST,IL6,Secreted Signaling
1800,IL11,IL11RA,IL6,Secreted Signaling
1801,IL11,IL6ST,IL6,Secreted Signaling
1802,IL12A_IL12B,IL12RB1_IL12RB2,IL12,Secreted Signaling
1803,IL12A_IL12B,IL12RB1,IL12,Secreted Signaling
1804,IL12A_IL12B,IL12RB2,IL12,Secreted Signaling
1805,IL12A,IL12RB1_IL12RB2,IL12,Secreted Signaling
1806,IL12A,IL12RB1,IL12,Secreted Signaling
1807,IL12A,IL12RB2,IL12,Secreted Signaling
1808,IL12B,IL12RB1_IL12RB2,IL12,Secreted Signaling
1809,IL12B,IL12RB1,IL12,Secreted Signaling
1810,IL12B,IL12RB2,IL12,Secreted Signaling
1811,IL12B_IL23A,IL23R_IL12RB1,IL12,Secreted Signaling
1812,IL12B_IL23A,IL23R,IL12,Secreted Signaling
1813,IL12B_IL23A,IL12RB1,IL12,Secreted Signaling
1814,IL12B,IL23R_IL12RB1,IL12,Secreted Signaling
1815,IL12B,IL23R,IL12,Secreted Signaling
1816,IL12B,IL12RB1,IL12,Secreted Signaling
1817,IL23A,IL23R_IL12RB1,IL12,Secreted Signaling
1818,IL23A,IL23R,IL12,Secreted Signaling
1819,IL23A,IL12RB1,IL12,Secreted Signaling
1820,IL27_EBI3,IL27RA_IL6ST,IL12,Secreted Signaling
1821,IL27_EBI3,IL27RA,IL12,Secreted Signaling
1822,IL27_EBI3,IL6ST,IL12,Secreted Signaling
1823,IL27,IL27RA_IL6ST,IL12,Secreted Signaling
1824,IL27,IL27RA,IL12,Secreted Signaling
1825,IL27,IL6ST,IL12,Secreted Signaling
1826,EBI3,IL27RA_IL6ST,IL12,Secreted Signaling
1827,EBI3,IL27RA,IL12,Secreted Signaling
1828,EBI3,IL6ST,IL12,Secreted Signaling
1829,IL31,IL31RA_OSMR,IL6,Secreted Signaling
1830,IL31,IL31RA,IL6,Secreted Signaling
1831,IL31,OSMR,IL6,Secreted Signaling
1832,CNTF,CNTFR_LIFR_IL6ST,LIFR,Secreted Signaling
1833,CNTF,CNTFR,LIFR,Secreted Signaling
1834,CNTF,LIFR,LIFR,Secreted Signaling
1835,CNTF,IL6ST,LIFR,Secreted Signaling
1836,CLCF1,CNTFR_LIFR_IL6ST,LIFR,Secreted Signaling
1837,CLCF1,CNTFR,LIFR,Secreted Signaling
1838,CLCF1,LIFR,LIFR,Secreted Signaling
1839,CLCF1,IL6ST,LIFR,Secreted Signaling
1840,CTF1,LIFR_IL6ST,LIFR,Secreted Signaling
1841,CTF1,LIFR,LIFR,Secreted Signaling
1842,CTF1,IL6ST,LIFR,Secreted Signaling
1843,LIF,LIFR_IL6ST,LIFR,Secreted Signaling
1844,LIF,LIFR,LIFR,Secreted Signaling
1845,LIF,IL6ST,LIFR,Secreted Signaling
1846,OSM,LIFR_IL6ST,OSM,Secreted Signaling
1847,OSM,LIFR,OSM,Secreted Signaling
1848,OSM,IL6ST,OSM,Secreted Signaling
1849,OSM,OSMR_IL6ST,OSM,Secreted Signaling
1850,OSM,OSMR,OSM,Secreted Signaling
1851,OSM,IL6ST,OSM,Secreted Signaling
1852,IL10,IL10RA_IL10RB,IL10,Secreted Signaling
1853,IL10,IL10RA,IL10,Secreted Signaling
1854,IL10,IL10RB,IL10,Secreted Signaling
1855,IL19,IL20RA_IL20RB,IL10,Secreted Signaling
1856,IL19,IL20RA,IL10,Secreted Signaling
1857,IL19,IL20RB,IL10,Secreted Signaling
1858,IL20,IL20RA_IL20RB,IL10,Secreted Signaling
1859,IL20,IL20RA,IL10,Secreted Signaling
1860,IL20,IL20RB,IL10,Secreted Signaling
1861,IL24,IL20RA_IL20RB,IL10,Secreted Signaling
1862,IL24,IL20RA,IL10,Secreted Signaling
1863,IL24,IL20RB,IL10,Secreted Signaling
1864,IL20,IL22RA1_IL20RB,IL10,Secreted Signaling
1865,IL20,IL22RA1,IL10,Secreted Signaling
1866,IL20,IL20RB,IL10,Secreted Signaling
1867,IL24,IL22RA1_IL20RB,IL10,Secreted Signaling
1868,IL24,IL22RA1,IL10,Secreted Signaling
1869,IL24,IL20RB,IL10,Secreted Signaling
1870,IL22,IL22RA1_IL10RB,IL10,Secreted Signaling
1871,IL22,IL22RA1,IL10,Secreted Signaling
1872,IL22,IL10RB,IL10,Secreted Signaling
1873,IL26,IL20RA_IL10RB,IL10,Secreted Signaling
1874,IL26,IL20RA,IL10,Secreted Signaling
1875,IL26,IL10RB,IL10,Secreted Signaling
1876,IL1A,IL1R1_IL1RAP,IL1,Secreted Signaling
1877,IL1A,IL1R1,IL1,Secreted Signaling
1878,IL1A,IL1RAP,IL1,Secreted Signaling
1879,IL1B,IL1R1_IL1RAP,IL1,Secreted Signaling
1880,IL1B,IL1R1,IL1,Secreted Signaling
1881,IL1B,IL1RAP,IL1,Secreted Signaling
1882,IL1A,IL1R2,IL1,Secreted Signaling
1883,IL1B,IL1R2,IL1,Secreted Signaling
1884,IL36RN,IL1RL2_IL1RAP,IL1,Secreted Signaling
1885,IL36RN,IL1RL2,IL1,Secreted Signaling
1886,IL36RN,IL1RAP,IL1,Secreted Signaling
1887,IL36A,IL1RL2_IL1RAP,IL1,Secreted Signaling
1888,IL36A,IL1RL2,IL1,Secreted Signaling
1889,IL36A,IL1RAP,IL1,Secreted Signaling
1890,IL36B,IL1RL2_IL1RAP,IL1,Secreted Signaling
1891,IL36B,IL1RL2,IL1,Secreted Signaling
1892,IL36B,IL1RAP,IL1,Secreted Signaling
1893,IL36G,IL1RL2_IL1RAP,IL1,Secreted Signaling
1894,IL36G,IL1RL2,IL1,Secreted Signaling
1895,IL36G,IL1RAP,IL1,Secreted Signaling
1896,IL1F10,IL1RL2_IL1RAP,IL1,Secreted Signaling
1897,IL1F10,IL1RL2,IL1,Secreted Signaling
1898,IL1F10,IL1RAP,IL1,Secreted Signaling
1899,IL37,IL18R1_IL18RAP,IL1,Secreted Signaling
1900,IL37,IL18R1,IL1,Secreted Signaling
1901,IL37,IL18RAP,IL1,Secreted Signaling
1902,IL18,IL18R1_IL18RAP,IL1,Secreted Signaling
1903,IL18,IL18R1,IL1,Secreted Signaling
1904,IL18,IL18RAP,IL1,Secreted Signaling
1905,IL33,IL1RL1_IL1RAP,IL1,Secreted Signaling
1906,IL33,IL1RL1,IL1,Secreted Signaling
1907,IL33,IL1RAP,IL1,Secreted Signaling
1908,IL17A,IL17RA_IL17RC,IL17,Secreted Signaling
1909,IL17A,IL17RA,IL17,Secreted Signaling
1910,IL17A,IL17RC,IL17,Secreted Signaling
1911,IL17F,IL17RA_IL17RC,IL17,Secreted Signaling
1912,IL17F,IL17RA,IL17,Secreted Signaling
1913,IL17F,IL17RC,IL17,Secreted Signaling
1914,IL17A_IL17F,IL17RA_IL17RC,IL17,Secreted Signaling
1915,IL17A_IL17F,IL17RA,IL17,Secreted Signaling
1916,IL17A_IL17F,IL17RC,IL17,Secreted Signaling
1917,IL17A,IL17RA_IL17RC,IL17,Secreted Signaling
1918,IL17A,IL17RA,IL17,Secreted Signaling
1919,IL17A,IL17RC,IL17,Secreted Signaling
1920,IL17F,IL17RA_IL17RC,IL17,Secreted Signaling
1921,IL17F,IL17RA,IL17,Secreted Signaling
1922,IL17F,IL17RC,IL17,Secreted Signaling
1923,IL17B,IL17RB,IL17,Secreted Signaling
1924,IL17C,IL17RA_IL17RE,IL17,Secreted Signaling
1925,IL17C,IL17RA,IL17,Secreted Signaling
1926,IL17C,IL17RE,IL17,Secreted Signaling
1927,IL25,IL17RA_IL17RB,IL17,Secreted Signaling
1928,IL25,IL17RA,IL17,Secreted Signaling
1929,IL25,IL17RB,IL17,Secreted Signaling
1930,IL34,CSF1R,CSF,Secreted Signaling
1931,CSF1,CSF1R,CSF,Secreted Signaling
1932,IL16,CD4,IL16,Secreted Signaling
1933,EPO,EPOR,EPO,Secreted Signaling
1934,GH1,GHR,GH,Secreted Signaling
1935,PRL,PRLR,PRL,Secreted Signaling
1936,THPO,MPL,THPO,Secreted Signaling
1937,CSF3,CSF3R,CSF3,Secreted Signaling
1938,IFNB1,IFNAR1_IFNAR2,IFN-I,Secreted Signaling
1939,IFNB1,IFNAR1,IFN-I,Secreted Signaling
1940,IFNB1,IFNAR2,IFN-I,Secreted Signaling
1941,IFNW1,IFNAR1_IFNAR2,IFN-I,Secreted Signaling
1942,IFNW1,IFNAR1,IFN-I,Secreted Signaling
1943,IFNW1,IFNAR2,IFN-I,Secreted Signaling
1944,IFNK,IFNAR1_IFNAR2,IFN-I,Secreted Signaling
1945,IFNK,IFNAR1,IFN-I,Secreted Signaling
1946,IFNK,IFNAR2,IFN-I,Secreted Signaling
1947,IFNE,IFNAR1_IFNAR2,IFN-I,Secreted Signaling
1948,IFNE,IFNAR1,IFN-I,Secreted Signaling
1949,IFNE,IFNAR2,IFN-I,Secreted Signaling
1950,IFNA1,IFNAR1_IFNAR2,IFN-I,Secreted Signaling
1951,IFNA1,IFNAR1,IFN-I,Secreted Signaling
1952,IFNA1,IFNAR2,IFN-I,Secreted Signaling
1953,IFNA2,IFNAR1_IFNAR2,IFN-I,Secreted Signaling
1954,IFNA2,IFNAR1,IFN-I,Secreted Signaling
1955,IFNA2,IFNAR2,IFN-I,Secreted Signaling
1956,IFNA4,IFNAR1_IFNAR2,IFN-I,Secreted Signaling
1957,IFNA4,IFNAR1,IFN-I,Secreted Signaling
1958,IFNA4,IFNAR2,IFN-I,Secreted Signaling
1959,IFNA5,IFNAR1_IFNAR2,IFN-I,Secreted Signaling
1960,IFNA5,IFNAR1,IFN-I,Secreted Signaling
1961,IFNA5,IFNAR2,IFN-I,Secreted Signaling
